model,selector,model_type,n_features,selected_features,best_params,R2_train,CCC_tr,RMSE_train,Q2_cv,CCC_cv,RMSE_cv,MAE_cv,Q2_ext_F1,Q2_ext_F2,Q2_ext_F3,CCC_ext,RMSE_ext,MAE_ext
Hierarchical_GA_RF,GA,RF,8,"[""AETA_eta"", ""BCUTd-1l"", ""BCUTdv-1h"", ""BCUTi-1h"", ""BCUTi-1l"", ""C2SP3"", ""ETA_dPsi_B"", ""FilterItLogS""]","{""model__max_depth"": 10, ""model__n_estimators"": 100}",0.9656890626127151,0.9818293935711582,0.22218628813173244,0.7944746572664193,0.8876113104382592,0.543793049758326,0.418373366636811,0.8259005197690957,0.825886168954622,0.8304514565555985,0.9120352202675872,0.4939101982924334,0.3903744332146797
Hierarchical_MC_RF,MC,RF,8,"[""AATSC1s"", ""ATS6Z"", ""BCUTs-1h"", ""C1SP3"", ""FilterItLogS"", ""Xc-5dv"", ""n6HRing"", ""nHBDon""]","{""model__max_depth"": null, ""model__n_estimators"": 100}",0.9717791497076421,0.985101638863395,0.20150508470291092,0.7868235666640682,0.8845235935879496,0.5538224517074597,0.4296795360848619,0.8159950570149339,0.8159798897048675,0.8208049212535775,0.9063296309251041,0.5077664490128942,0.4074818359375001
Hierarchical_GA_SVR,GA,SVR,8,"[""ATS1Z"", ""FilterItLogS"", ""GATS1i"", ""MIC0"", ""NdO"", ""SlogP_VSA3"", ""n6HRing"", ""nHBDon""]","{""model__C"": 10, ""model__gamma"": 0.01}",0.8367967099513163,0.913740584893829,0.48457992319882776,0.8112479977399898,0.8996597357178057,0.521130804716117,0.40909688058547483,0.8093235118151492,0.8093077945774938,0.8143077693399315,0.9081556914320056,0.5168896411158848,0.397865244738714
Hierarchical_MC_SVR,MC,SVR,8,"[""AATSC0se"", ""AATSC1s"", ""ATSC0p"", ""AXp-1dv"", ""C1SP3"", ""FilterItLogS"", ""IC1"", ""n5Ring""]","{""model__C"": 10, ""model__gamma"": 0.01}",0.8172249052449265,0.8990309517448809,0.5128135250810226,0.7829522164436842,0.880722224759102,0.558828619421699,0.4390300975957013,0.7642075884564864,0.7641881523665686,0.7703711700952619,0.8764042769351866,0.5747965706900509,0.4219128873669269
